created_at,keyword,full_text,translate,clean_tweet,lower,stopword,tokenize,stemmed,clean,predicted_label,predicted
Thu Apr 04 14:55:14 +0000 2024,ppp,@lolipo_ppp Iyaaaa benerrr kerjaan bnget yaa bawain hampers segede gaban ️️,"@lolipo_ppp yaaaa really work, yes, bring a hampers as big as gaban ️️",yaaaa really work yes bring a hampers as big as gaban,yaaaa really work yes bring a hampers as big as gaban,yaaaa really work yes bring hampers big gaban,"['yaaaa', 'really', 'work', 'yes', 'bring', 'hampers', 'big', 'gaban']","['yaaaa', 'realli', 'work', 'ye', 'bring', 'hamper', 'big', 'gaban']",yaaaa realli work ye bring hamper big gaban,positive,0.9993116
Thu Apr 04 14:54:32 +0000 2024,ppp,@foneisgone98 bleeeh :ppp,@Foneisgone98 Bleeeh: PPP,Bleeeh PPP,bleeeh ppp,bleeeh ppp,"['bleeeh', 'ppp']","['bleeeh', 'ppp']",bleeeh ppp,negative,3.03E-05
Thu Apr 04 14:54:31 +0000 2024,ppp,@eephrodite ppp akk akk,@eephrodite PPP AKK AKK,PPP AKK AKK,ppp akk akk,ppp akk akk,"['ppp', 'akk', 'akk']","['ppp', 'akk', 'akk']",ppp akk akk,negative,0.018343126
Thu Apr 04 14:53:24 +0000 2024,ppp,@lolipo_ppp Hal yg paling menyenangkan adalah banyak koin di Oren karna berasa bgt potongannya jadi lebih murce apalagi kalo belanja lewat alfagift potongan 50% ,"@lolipo_ppp The most fun thing is a lot of coins in the oren because it feels really more murce, especially if shopping through alfagift 50% discount",The most fun thing is a lot of coins in the oren because it feels really more murce especially if shopping through alfagift  discount,the most fun thing is a lot of coins in the oren because it feels really more murce especially if shopping through alfagift  discount,fun thing lot coins oren feels really murce especially shopping alfagift discount,"['fun', 'thing', 'lot', 'coins', 'oren', 'feels', 'really', 'murce', 'especially', 'shopping', 'alfagift', 'discount']","['fun', 'thing', 'lot', 'coin', 'oren', 'feel', 'realli', 'murc', 'especi', 'shop', 'alfagift', 'discount']",fun thing lot coin oren feel realli murc especi shop alfagift discount,positive,0.99999934
Thu Apr 04 14:52:42 +0000 2024,ppp,@lolipo_ppp Tapi sayang bngt coin shopee ada kadaluarsanya jd kadng aku baru ngumpulin 100k an udah harus di pake karena udah mau angus : ),@lolipo_ppp but unfortunately the coin shopee there is an expiration so I just gathered 100K and I have to use it because I want to be:),but unfortunately the coin shopee there is an expiration so I just gathered K and I have to use it because I want to be,but unfortunately the coin shopee there is an expiration so i just gathered k and i have to use it because i want to be,unfortunately coin shopee expiration gathered k use want,"['unfortunately', 'coin', 'shopee', 'expiration', 'gathered', 'k', 'use', 'want']","['unfortun', 'coin', 'shope', 'expir', 'gather', 'k', 'use', 'want']",unfortun coin shope expir gather k use want,positive,0.9999998
Thu Apr 04 14:46:13 +0000 2024,ppp,@Favo9Q cek like ku,@Favo9q check like me,check like me,check like me,check like,"['check', 'like']","['check', 'like']",check like,positive,0.99471456
Thu Apr 04 14:41:49 +0000 2024,ppp,@petarigrew UDAH GUA TAMBAHIN MARKAH YAA FAKK,@petarigrew I've added a marker,I ve added a marker,i ve added a marker,added marker,"['added', 'marker']","['ad', 'marker']",ad marker,negative,0.000370035
Thu Apr 04 14:40:00 +0000 2024,ppp,Caleg PPP di Kabupaten Pesisir Selatan Jadi Tersangka Kasus Dugaan Dokumen Palsu https://t.co/Ab7bulVAIR,PPP candidates in South Coastal Regency are suspected cases of alleged fake documents https://t.co/ab7bulvair,PPP candidates in South Coastal Regency are suspected cases of alleged fake documents https t co abbulvair,ppp candidates in south coastal regency are suspected cases of alleged fake documents https t co abbulvair,ppp candidates south coastal regency suspected cases alleged fake documents https co abbulvair,"['ppp', 'candidates', 'south', 'coastal', 'regency', 'suspected', 'cases', 'alleged', 'fake', 'documents', 'https', 'co', 'abbulvair']","['ppp', 'candid', 'south', 'coastal', 'regenc', 'suspect', 'case', 'alleg', 'fake', 'document', 'http', 'co', 'abbulvair']",ppp candid south coastal regenc suspect case alleg fake document http co abbulvair,positive,0.9999985
Thu Apr 04 14:39:05 +0000 2024,ppp,apalagi yg pinter matematika ,especially those who are smart mathematics,especially those who are smart mathematics,especially those who are smart mathematics,especially smart mathematics,"['especially', 'smart', 'mathematics']","['especi', 'smart', 'mathemat']",especi smart mathemat,negative,0.005726458
Thu Apr 04 14:37:57 +0000 2024,ppp,cukub stres mikirin utbk aja lah gausa stres mikirin cowo yg doyan cewe,"Just stressful just thinking about UTBK, you don't need to stress thinking about a guy who is fond of a girl",Just stressful just thinking about UTBK you don t need to stress thinking about a guy who is fond of a girl,just stressful just thinking about utbk you don t need to stress thinking about a guy who is fond of a girl,stressful thinking utbk need stress thinking guy fond girl,"['stressful', 'thinking', 'utbk', 'need', 'stress', 'thinking', 'guy', 'fond', 'girl']","['stress', 'think', 'utbk', 'need', 'stress', 'think', 'guy', 'fond', 'girl']",stress think utbk need stress think guy fond girl,negative,0.000655527
Thu Apr 04 14:34:34 +0000 2024,ppp,ppp ini lewat gak ya?,Is this PPP passing by?,Is this PPP passing by,is this ppp passing by,ppp passing,"['ppp', 'passing']","['ppp', 'pass']",ppp pass,negative,0.06540374
Thu Apr 04 10:08:31 +0000 2024,ppp,Congratulations Boss Barister Zamir Ghumro Sb #PPP Senator @zamirghumro @ShahNafisa https://t.co/m7Phm7Nz8l,Congratulations Boss Barister Zamir Ghumro SB #PPPP Senator @zamirghumro @shahnafisa https://t.co/m7phm7nz8l,Congratulations Boss Barister Zamir Ghumro SB PPPP Senatorhttps t co mphmnzl,congratulations boss barister zamir ghumro sb pppp senatorhttps t co mphmnzl,congratulations boss barister zamir ghumro sb pppp senatorhttps co mphmnzl,"['congratulations', 'boss', 'barister', 'zamir', 'ghumro', 'sb', 'pppp', 'senatorhttps', 'co', 'mphmnzl']","['congratul', 'boss', 'barist', 'zamir', 'ghumro', 'sb', 'pppp', 'senatorhttp', 'co', 'mphmnzl']",congratul boss barist zamir ghumro sb pppp senatorhttp co mphmnzl,positive,0.99998975
Thu Apr 04 10:06:29 +0000 2024,ppp,Bodoamat aku ppp in balik salah sendiri gak sabaran dikira aktivitasku cuma mantengin HP kali ya.️ https://t.co/mTrbX4J2EW,"the JSON object must be str, bytes or bytearray, not NoneType",the JSON object must be str bytes or bytearray not NoneType,the json object must be str bytes or bytearray not nonetype,json object must str bytes bytearray nonetype,"['json', 'object', 'must', 'str', 'bytes', 'bytearray', 'nonetype']","['json', 'object', 'must', 'str', 'byte', 'bytearray', 'nonetyp']",json object must str byte bytearray nonetyp,positive,1
Mon Apr 15 23:16:28 +0000 2024,ppp,@D19Romfis @strike_bravo_b @_masnazhif Kalo tadinya akhirnya PKS mo poros keempat seperti dulu ada wacana karna Sandi alamat saat ntu batal jadi Cawapres Ganjar trus AHY juga batal sama Anies ya PPP-Demokrat-PKS koalisi 4 jadi Sandi-AHY itu betul2 pecah suara abis sih. Ganjar terdesak gitu juga Anies mas. Kalo gasalah,@D19Romfis @strike_bravo_b @_masnazhif Kalo tadinya akhirnya PKS mo poros keempat seperti dulu ada wacana karna Sandi alamat saat ntu batal jadi Cawapres Ganjar trus AHY juga batal sama Anies ya PPP-Demokrat-PKS koalisi 4 jadi Sandi-AHY itu betul2 pecah suara abis sih.Ganjar terdesak gitu juga Anies mas.Kalo gasalah,Kalo tadinya akhirnya PKS mo poros keempat seperti dulu ada wacana karna Sandi alamat saat ntu batal jadi Cawapres Ganjar trus AHY juga batal sama Anies ya PPP Demokrat PKS koalisi  jadi Sandi AHY itu betul pecah suara abis sih Ganjar terdesak gitu juga Anies mas Kalo gasalah,kalo tadinya akhirnya pks mo poros keempat seperti dulu ada wacana karna sandi alamat saat ntu batal jadi cawapres ganjar trus ahy juga batal sama anies ya ppp demokrat pks koalisi  jadi sandi ahy itu betul pecah suara abis sih ganjar terdesak gitu juga anies mas kalo gasalah,pks mo poros keempat wacana sandi alamat ntu batal cawapres ganjar trus ahy batal anies ppp demokrat pks koalisi sandi ahy pecah suara ganjar terdesak anies mas gasalah,"['pks', 'mo', 'poros', 'keempat', 'wacana', 'sandi', 'alamat', 'ntu', 'batal', 'cawapres', 'ganjar', 'trus', 'ahy', 'batal', 'anies', 'ppp', 'demokrat', 'pks', 'koalisi', 'sandi', 'ahy', 'pecah', 'suara', 'ganjar', 'terdesak', 'anies', 'mas', 'gasalah']","['pk', 'mo', 'poro', 'keempat', 'wacana', 'sandi', 'alamat', 'ntu', 'batal', 'cawapr', 'ganjar', 'tru', 'ahi', 'batal', 'ani', 'ppp', 'demokrat', 'pk', 'koalisi', 'sandi', 'ahi', 'pecah', 'suara', 'ganjar', 'terdesak', 'ani', 'ma', 'gasalah']",pk mo poro keempat wacana sandi alamat ntu batal cawapr ganjar tru ahi batal ani ppp demokrat pk koalisi sandi ahi pecah suara ganjar terdesak ani ma gasalah,positive,1
Mon Apr 15 17:53:01 +0000 2024,ppp,@lolipo_ppp Apa kaya warna manggis ? Manggis itu warna apa si ,@lolipo_ppp is it like a mangosteen color?What color is mangosteen,is it like a mangosteen color What color is mangosteen,is it like a mangosteen color what color is mangosteen,like mangosteen color color mangosteen,"['like', 'mangosteen', 'color', 'color', 'mangosteen']","['like', 'mangosteen', 'color', 'color', 'mangosteen']",like mangosteen color color mangosteen,positive,1
Mon Apr 15 17:52:14 +0000 2024,ppp,@lolipo_ppp violet kah?,@lolipo_ppp violet?,violet,violet,violet,['violet'],['violet'],violet,negative,0.0708624
Mon Apr 15 17:51:24 +0000 2024,ppp,@lolipo_ppp merah keunguan(?),@lolipo_ppp red purplish (?),red purplish,red purplish,red purplish,"['red', 'purplish']","['red', 'purplish']",red purplish,negative,0.004877215
Mon Apr 15 17:50:37 +0000 2024,ppp,Ppp bisa coba template ini nih di tiktok buat arum sadvibes https://t.co/YliykK1iQn,PPP can try this template at Tiktok for Arum Sadvibes https://t.co/yliykk1iqn,PPP can try this template at Tiktok for Arum Sadvibes https t co yliykkiqn,ppp can try this template at tiktok for arum sadvibes https t co yliykkiqn,ppp try template tiktok arum sadvibes https co yliykkiqn,"['ppp', 'try', 'template', 'tiktok', 'arum', 'sadvibes', 'https', 'co', 'yliykkiqn']","['ppp', 'tri', 'templat', 'tiktok', 'arum', 'sadvib', 'http', 'co', 'yliykkiqn']",ppp tri templat tiktok arum sadvib http co yliykkiqn,negative,0.029698605
Mon Apr 15 17:49:15 +0000 2024,ppp,@wonbinmilk @weareoneEXO ppp @B_hundred_Hyun dengar kami!,@wonbinmilk @weareoneexo ppp @b_hundred_Hyun hear us!,ppphear us,ppphear us,ppphear us,"['ppphear', 'us']","['ppphear', 'us']",ppphear us,positive,0.6699382
Mon Apr 15 17:45:33 +0000 2024,ppp,2-0 Its ok. Angkat kepalamu kawan! (Harusnya td kasih tepuk tangan buat wasit️qatar kyk reaksi bang jordan kmrn) wkwkwk Akram Afif PPP,"2-0 its ok.Lift your head, friend!(Should be applauded for the referee for the reaction of Bang Jordan kmrn) wkwkwk akram afif ppp",  its ok Lift your head friend Should be applauded for the referee for the reaction of Bang Jordan kmrn wkwkwk akram afif ppp,  its ok lift your head friend should be applauded for the referee for the reaction of bang jordan kmrn wkwkwk akram afif ppp,ok lift head friend applauded referee reaction bang jordan wkwkwk akram afif ppp,"['ok', 'lift', 'head', 'friend', 'applauded', 'referee', 'reaction', 'bang', 'jordan', 'wkwkwk', 'akram', 'afif', 'ppp']","['ok', 'lift', 'head', 'friend', 'applaud', 'refere', 'reaction', 'bang', 'jordan', 'wkwkwk', 'akram', 'afif', 'ppp']",ok lift head friend applaud refere reaction bang jordan wkwkwk akram afif ppp,positive,1
Mon Apr 15 17:36:01 +0000 2024,ppp,@aerisauvage ppp paul gasi yuk gas,@aerisauvage ppp paul gasi yuk gas,ppp paul gasi yuk gas,ppp paul gasi yuk gas,ppp paul gasi yuk gas,"['ppp', 'paul', 'gasi', 'yuk', 'gas']","['ppp', 'paul', 'gasi', 'yuk', 'ga']",ppp paul gasi yuk ga,negative,0.001693526
Mon Apr 15 17:35:23 +0000 2024,ppp,@lolipo_ppp plis ada indigo atau layover lagi,@lolipo_ppp plis there is indigo or layover again,plis there is indigo or layover again,plis there is indigo or layover again,plis indigo layover,"['plis', 'indigo', 'layover']","['pli', 'indigo', 'layov']",pli indigo layov,negative,0.011408859
Mon Apr 15 16:57:03 +0000 2024,ppp,@apatheticbuthot HAHAHHAHA IYAA LAGIII,@apatheticbuthot hahahaha yes again,hahahaha yes again,hahahaha yes again,hahahaha yes,"['hahahaha', 'yes']","['hahahaha', 'ye']",hahahaha ye,positive,0.91073006
Mon Apr 15 16:56:40 +0000 2024,ppp,Perjuangan PPP di MK Harus Dipimpin Orang Baru https://t.co/MVaLaBr10C,The PPP struggle in the Constitutional Court must be led by new people https://t.co/mvalabr10c,The PPP struggle in the Constitutional Court must be led by new people https t co mvalabrc,the ppp struggle in the constitutional court must be led by new people https t co mvalabrc,ppp struggle constitutional court must led new people https co mvalabrc,"['ppp', 'struggle', 'constitutional', 'court', 'must', 'led', 'new', 'people', 'https', 'co', 'mvalabrc']","['ppp', 'struggl', 'constitut', 'court', 'must', 'led', 'new', 'peopl', 'http', 'co', 'mvalabrc']",ppp struggl constitut court must led new peopl http co mvalabrc,positive,1
Mon Apr 15 16:55:10 +0000 2024,ppp,@liputan6dotcom Semoga lambang ka'bah benar2 tercermin pada orang2 ppp. Bukan ikut2an merusak negeri..,@Liputan6Dotcom Hopefully the Ka'bah symbol is truly reflected in PPP people.Not to destroy the country ..,Hopefully the Ka bah symbol is truly reflected in PPP people Not to destroy the country,hopefully the ka bah symbol is truly reflected in ppp people not to destroy the country,hopefully ka bah symbol truly reflected ppp people destroy country,"['hopefully', 'ka', 'bah', 'symbol', 'truly', 'reflected', 'ppp', 'people', 'destroy', 'country']","['hope', 'ka', 'bah', 'symbol', 'truli', 'reflect', 'ppp', 'peopl', 'destroy', 'countri']",hope ka bah symbol truli reflect ppp peopl destroy countri,positive,0.9999993
Mon Apr 15 16:54:15 +0000 2024,ppp,AKU SIAP MSUK BAND PPP https://t.co/ddQuh1XIkK,I'm ready to make the band PPP https://t.co/ddquh1xikk,I m ready to make the band PPP https t co ddquhxikk,i m ready to make the band ppp https t co ddquhxikk,ready make band ppp https co ddquhxikk,"['ready', 'make', 'band', 'ppp', 'https', 'co', 'ddquhxikk']","['readi', 'make', 'band', 'ppp', 'http', 'co', 'ddquhxikk']",readi make band ppp http co ddquhxikk,negative,1.65E-05
Mon Apr 15 16:54:04 +0000 2024,ppp,normalisasi pertemanan seperti inii! https://t.co/wjWPKf4GE3,Normalization of friendship like this!https://t.co/wjwpkf4ge3,Normalization of friendship like this https t co wjwpkfge,normalization of friendship like this https t co wjwpkfge,normalization friendship like https co wjwpkfge,"['normalization', 'friendship', 'like', 'https', 'co', 'wjwpkfge']","['normal', 'friendship', 'like', 'http', 'co', 'wjwpkfge']",normal friendship like http co wjwpkfge,positive,0.9999908
Mon Apr 15 16:50:10 +0000 2024,ppp,Emang semuanya ga harus sesuai ekspektasi,Weve everything doesn't have to be as expected,Weve everything doesn t have to be as expected,weve everything doesn t have to be as expected,weve everything expected,"['weve', 'everything', 'expected']","['weve', 'everyth', 'expect']",weve everyth expect,negative,0.02176475
Mon Apr 15 16:49:16 +0000 2024,ppp,@choymarkochoy @DPP_PPP @prabowo Gimana kalo pola pikir @PDI_Perjuangan sama dengan @DPP_PPP ? Pada akhirnya mendahulukan kepentingan bangsa di atas kepentingan kelompok/golongan hanya jadi pepesan kosong tanpa makna,@choymarkochoy @dpp_pppp @prabowo What if the mindset @pdi_perjuangan is the same as @dpp_pppp?In the end prioritizing the interests of the nation above the interests of groups/groups only become empty without meaning,What if the mindsetis the same as pppp In the end prioritizing the interests of the nation above the interests of groups groups only become empty without meaning,what if the mindsetis the same as pppp in the end prioritizing the interests of the nation above the interests of groups groups only become empty without meaning,mindsetis pppp end prioritizing interests nation interests groups groups become empty without meaning,"['mindsetis', 'pppp', 'end', 'prioritizing', 'interests', 'nation', 'interests', 'groups', 'groups', 'become', 'empty', 'without', 'meaning']","['mindseti', 'pppp', 'end', 'priorit', 'interest', 'nation', 'interest', 'group', 'group', 'becom', 'empti', 'without', 'mean']",mindseti pppp end priorit interest nation interest group group becom empti without mean,positive,1
Mon Apr 15 16:44:51 +0000 2024,ppp,Pelaksana Tugas (Plt) Ketua Umum PPP Mardiono menghadiri acara halal bihalal di kantor DPP Partai Golkar Jalan Anggrek Nelly Murni Jakarta Barat Senin malam (15/4/2024). Kehadiran Mardiono cukup menarik perhatian. Mengingat PPP merupakan salah satu partai pengusung https://t.co/b2JSNcHoqh,"Acting (Acting) Chairperson of PPP Mardiono attended the Halal Bihalal event at the Golkar Party DPP office on Jalan Anggrek Nelly Murni, West Jakarta Monday night (4/15/2024).The presence of Mardiono is quite attractive.Considering that PPP is one of the parties supporting https://t.co/b2jsnchoqh",Acting Acting Chairperson of PPP Mardiono attended the Halal Bihalal event at the Golkar Party DPP office on Jalan Anggrek Nelly Murni West Jakarta Monday night    The presence of Mardiono is quite attractive Considering that PPP is one of the parties supporting https t co bjsnchoqh,acting acting chairperson of ppp mardiono attended the halal bihalal event at the golkar party dpp office on jalan anggrek nelly murni west jakarta monday night    the presence of mardiono is quite attractive considering that ppp is one of the parties supporting https t co bjsnchoqh,acting acting chairperson ppp mardiono attended halal bihalal event golkar party dpp office jalan anggrek nelly murni west jakarta monday night presence mardiono quite attractive considering ppp one parties supporting https co bjsnchoqh,"['acting', 'acting', 'chairperson', 'ppp', 'mardiono', 'attended', 'halal', 'bihalal', 'event', 'golkar', 'party', 'dpp', 'office', 'jalan', 'anggrek', 'nelly', 'murni', 'west', 'jakarta', 'monday', 'night', 'presence', 'mardiono', 'quite', 'attractive', 'considering', 'ppp', 'one', 'parties', 'supporting', 'https', 'co', 'bjsnchoqh']","['act', 'act', 'chairperson', 'ppp', 'mardiono', 'attend', 'halal', 'bihal', 'event', 'golkar', 'parti', 'dpp', 'offic', 'jalan', 'anggrek', 'nelli', 'murni', 'west', 'jakarta', 'monday', 'night', 'presenc', 'mardiono', 'quit', 'attract', 'consid', 'ppp', 'one', 'parti', 'support', 'http', 'co', 'bjsnchoqh']",act act chairperson ppp mardiono attend halal bihal event golkar parti dpp offic jalan anggrek nelli murni west jakarta monday night presenc mardiono quit attract consid ppp one parti support http co bjsnchoqh,positive,0.99999774
Mon Apr 15 16:44:34 +0000 2024,ppp,@siasatpk SINDH K DAKOO PPP,@siasatpk sindh k Dakoo ppp,sindh k Dakoo ppp,sindh k dakoo ppp,sindh k dakoo ppp,"['sindh', 'k', 'dakoo', 'ppp']","['sindh', 'k', 'dakoo', 'ppp']",sindh k dakoo ppp,positive,0.9975757
Mon Apr 15 16:43:31 +0000 2024,ppp,@idextratime Halah paling jg yg bsok juara afc ni qatar,@idextratime is the most also the one who is the AFC champion Ni Qatar,is the most also the one who is the AFC champion Ni Qatar,is the most also the one who is the afc champion ni qatar,also one afc champion ni qatar,"['also', 'one', 'afc', 'champion', 'ni', 'qatar']","['also', 'one', 'afc', 'champion', 'ni', 'qatar']",also one afc champion ni qatar,negative,0.34633344
Mon Apr 15 16:33:02 +0000 2024,ppp,Klo pola pikir @DPP_PPP sama dg @prabowo saya kira akan terima tawaran itu Krn tanpa ada kekuasaan bisnis tidak akan jalan ,If the mindset @dpp_ppp is the same with @prabowo I think I will accept the offer because without any business power it won't work,If the mindsetis the same withI think I will accept the offer because without any business power it won t work,if the mindsetis the same withi think i will accept the offer because without any business power it won t work,mindsetis withi think accept offer without business power work,"['mindsetis', 'withi', 'think', 'accept', 'offer', 'without', 'business', 'power', 'work']","['mindseti', 'withi', 'think', 'accept', 'offer', 'without', 'busi', 'power', 'work']",mindseti withi think accept offer without busi power work,positive,0.9999997
Mon Apr 15 16:29:49 +0000 2024,ppp,gw juga bisa cp ava :ppp,I can also CP AVA: PPP,I can also CP AVA PPP,i can also cp ava ppp,also cp ava ppp,"['also', 'cp', 'ava', 'ppp']","['also', 'cp', 'ava', 'ppp']",also cp ava ppp,positive,1
Mon Apr 15 16:26:59 +0000 2024,ppp,pikirannya dia tuh cuma hitam putih buat jadi colorful tuh sulit.,His mind is just black and white to become colorful.,His mind is just black and white to become colorful,his mind is just black and white to become colorful,mind black white become colorful,"['mind', 'black', 'white', 'become', 'colorful']","['mind', 'black', 'white', 'becom', 'color']",mind black white becom color,negative,0.001152205
Mon Apr 15 16:25:34 +0000 2024,ppp,Sekjen Partai Gerindra Ahmad Muzani menanggapi santai perihal turut hadirnya Plt Ketua Umum (Ketum) Partai Persatuan Pembangunan (PPP) Muhamad Mardio... https://t.co/pzDaMCWVGE,Gerindra Party Secretary General Ahmad Muzani responded casually about the presence of Acting Chairperson of the Development Party (PPP) Muhamad Mardio ... https://t.co/pzdamcwvge,Gerindra Party Secretary General Ahmad Muzani responded casually about the presence of Acting Chairperson of the Development Party PPP Muhamad Mardio https t co pzdamcwvge,gerindra party secretary general ahmad muzani responded casually about the presence of acting chairperson of the development party ppp muhamad mardio https t co pzdamcwvge,gerindra party secretary general ahmad muzani responded casually presence acting chairperson development party ppp muhamad mardio https co pzdamcwvge,"['gerindra', 'party', 'secretary', 'general', 'ahmad', 'muzani', 'responded', 'casually', 'presence', 'acting', 'chairperson', 'development', 'party', 'ppp', 'muhamad', 'mardio', 'https', 'co', 'pzdamcwvge']","['gerindra', 'parti', 'secretari', 'gener', 'ahmad', 'muzani', 'respond', 'casual', 'presenc', 'act', 'chairperson', 'develop', 'parti', 'ppp', 'muhamad', 'mardio', 'http', 'co', 'pzdamcwvg']",gerindra parti secretari gener ahmad muzani respond casual presenc act chairperson develop parti ppp muhamad mardio http co pzdamcwvg,positive,0.99997777
Mon Apr 15 15:16:50 +0000 2024,ppp,Mashaallah @AseefaBZ,Mashaallah @aseefabz,Mashaallah,mashaallah,mashaallah,['mashaallah'],['mashaallah'],mashaallah,negative,0.037493557
Mon Apr 15 15:15:53 +0000 2024,ppp,@lolipo_ppp Album apa kaa? Kli aja ada yg emang aku cari,@lolipo_ppp Album apa kata?Just times there are those I really are looking for,Album apa kata Just times there are those I really are looking for,album apa kata just times there are those i really are looking for,album times really looking,"['album', 'times', 'really', 'looking']","['album', 'time', 'realli', 'look']",album time realli look,positive,0.9999998
Mon Apr 15 15:15:02 +0000 2024,ppp,@p4j111 mantepan iniii kalo buat bibir malah ppp di aku lebih ampuh buat ngatasin kutikula yang kering ngelupas kayak gini https://t.co/lcTqPjYqri,@p4j111 mantadan thisiiii if for lips even ppp in me is more effective for overcoming dry cuticles like this https://t.co/lctqpjyqri,mantadan thisiiii if for lips even ppp in me is more effective for overcoming dry cuticles like this https t co lctqpjyqri,mantadan thisiiii if for lips even ppp in me is more effective for overcoming dry cuticles like this https t co lctqpjyqri,mantadan thisiiii lips even ppp effective overcoming dry cuticles like https co lctqpjyqri,"['mantadan', 'thisiiii', 'lips', 'even', 'ppp', 'effective', 'overcoming', 'dry', 'cuticles', 'like', 'https', 'co', 'lctqpjyqri']","['mantadan', 'thisiiii', 'lip', 'even', 'ppp', 'effect', 'overcom', 'dri', 'cuticl', 'like', 'http', 'co', 'lctqpjyqri']",mantadan thisiiii lip even ppp effect overcom dri cuticl like http co lctqpjyqri,positive,1
Mon Apr 15 15:12:04 +0000 2024,ppp,@lolipo_ppp Album apa kak? Kali aja yg aku cari ,@lolipo_ppp what album sis?Kali aja yg aku cari,what album sis Kali aja yg aku cari,what album sis kali aja yg aku cari,album sis kali cari,"['album', 'sis', 'kali', 'cari']","['album', 'si', 'kali', 'cari']",album si kali cari,positive,0.99984664
Mon Apr 15 15:10:16 +0000 2024,ppp,@sleepinbeautea mantepan ini apa ppp yaa kak?,@sleepinbeauutea mantadan what is this ppp sis?,mantadan what is this ppp sis,mantadan what is this ppp sis,mantadan ppp sis,"['mantadan', 'ppp', 'sis']","['mantadan', 'ppp', 'si']",mantadan ppp si,negative,0.25657967
Mon Apr 15 15:07:09 +0000 2024,ppp,@lolipo_ppp Mau dongg kalau masuk dikantong harganya,@lolipo_ppp want to enter the price of the bag,want to enter the price of the bag,want to enter the price of the bag,want enter price bag,"['want', 'enter', 'price', 'bag']","['want', 'enter', 'price', 'bag']",want enter price bag,positive,0.99778885
Mon Apr 15 15:05:25 +0000 2024,ppp,@mir_arisar @AseefaBZ Mashallah,@mir_arisar @aseefabz mashallah,mashallah,mashallah,mashallah,['mashallah'],['mashallah'],mashallah,negative,0.030713597
Mon Apr 15 15:04:33 +0000 2024,ppp,@Erosmania_ bleh :ppp,@Erosmania_ Bleh: PPP,Bleh PPP,bleh ppp,bleh ppp,"['bleh', 'ppp']","['bleh', 'ppp']",bleh ppp,positive,0.821429
Mon Apr 15 15:00:03 +0000 2024,ppp,PARTAI Persatuan Pembangunan (PPP) diminta fokus dalam sengketa pemilihan legislatif (pileg) di Mahkamah Konstitusi (MK). PPP diminta tak terlena meski salah satu Hakim Konstitusi yakni Arsul Sani adalah mantan kader. https://t.co/haCo6ONxVd,The United Development Party (PPP) was asked to focus on the Dispute of Legislative Elections (Pileg) in the Constitutional Court (MK).PPP was asked not to fall asleep even though one of the constitutional judges namely Arsul Sani was a former cadre.https://t.co/haco6onxvd,The United Development Party PPP was asked to focus on the Dispute of Legislative Elections Pileg in the Constitutional Court MK PPP was asked not to fall asleep even though one of the constitutional judges namely Arsul Sani was a former cadre https t co hacoonxvd,the united development party ppp was asked to focus on the dispute of legislative elections pileg in the constitutional court mk ppp was asked not to fall asleep even though one of the constitutional judges namely arsul sani was a former cadre https t co hacoonxvd,united development party ppp asked focus dispute legislative elections pileg constitutional court mk ppp asked fall asleep even though one constitutional judges namely arsul sani former cadre https co hacoonxvd,"['united', 'development', 'party', 'ppp', 'asked', 'focus', 'dispute', 'legislative', 'elections', 'pileg', 'constitutional', 'court', 'mk', 'ppp', 'asked', 'fall', 'asleep', 'even', 'though', 'one', 'constitutional', 'judges', 'namely', 'arsul', 'sani', 'former', 'cadre', 'https', 'co', 'hacoonxvd']","['unit', 'develop', 'parti', 'ppp', 'ask', 'focu', 'disput', 'legisl', 'elect', 'pileg', 'constitut', 'court', 'mk', 'ppp', 'ask', 'fall', 'asleep', 'even', 'though', 'one', 'constitut', 'judg', 'name', 'arsul', 'sani', 'former', 'cadr', 'http', 'co', 'hacoonxvd']",unit develop parti ppp ask focu disput legisl elect pileg constitut court mk ppp ask fall asleep even though one constitut judg name arsul sani former cadr http co hacoonxvd,positive,0.9999996
Mon Apr 15 14:55:36 +0000 2024,ppp,@ENHYPEN_members @deyu34_ ppp cowo kita,@Enhypen_members @deu34_ ppp our guy,ppp our guy,ppp our guy,ppp guy,"['ppp', 'guy']","['ppp', 'guy']",ppp guy,negative,0.21063541
Mon Apr 15 14:48:35 +0000 2024,ppp,Ada Ketum PPP di Halal bi Halal Golkar https://t.co/tLBmlCd9rj,There is a PPP Chairman at Halal Bi Halal Golkar https://t.co/tlbmlcd9rj,There is a PPP Chairman at Halal Bi Halal Golkar https t co tlbmlcdrj,there is a ppp chairman at halal bi halal golkar https t co tlbmlcdrj,ppp chairman halal bi halal golkar https co tlbmlcdrj,"['ppp', 'chairman', 'halal', 'bi', 'halal', 'golkar', 'https', 'co', 'tlbmlcdrj']","['ppp', 'chairman', 'halal', 'bi', 'halal', 'golkar', 'http', 'co', 'tlbmlcdrj']",ppp chairman halal bi halal golkar http co tlbmlcdrj,positive,0.99651384
