created_at,full_text,translate,clean_tweet,lower,stopword,tokenize,stemmed,clean
Thu Apr 04 23:47:21 +0000 2024,potret PSI di masa lalu,PSI Portrait in the Past,PSI Portrait in the Past,psi portrait in the past,psi portrait past,"['psi', 'portrait', 'past']","['psi', 'portrait', 'past']",psi portrait past
Thu Apr 04 23:44:04 +0000 2024,@PSI_Jakarta Woy an*ing2 PSI Mulut kelen diam aja ngeliat banjir krn bukan Anies Gubernurnya?,@Psi_jakarta woy an*ing2 psi mocked keten just looking at the flood because it is not the governor anies?,woy an ing psi mocked keten just looking at the flood because it is not the governor anies,woy an ing psi mocked keten just looking at the flood because it is not the governor anies,woy ing psi mocked keten looking flood governor anies,"['woy', 'ing', 'psi', 'mocked', 'keten', 'looking', 'flood', 'governor', 'anies']","['woy', 'ing', 'psi', 'mock', 'keten', 'look', 'flood', 'governor', 'ani']",woy ing psi mock keten look flood governor ani
Thu Apr 04 23:42:18 +0000 2024,@FahmiAgustian @psi_id mungkin masih tidur? Kayak siapa gitu...,@Fahmiagustian @psi_id may still sleep?Like who like that ...,may still sleep Like who like that,may still sleep like who like that,may still sleep like like,"['may', 'still', 'sleep', 'like', 'like']","['may', 'still', 'sleep', 'like', 'like']",may still sleep like like
Thu Apr 04 23:30:30 +0000 2024,Dulu aku sangat tertarik dg psi..idealis bersih n berani.parte harapan masa depan..cocok dg anak muda...pasti akan terus melejit meninggalkan parte2 lama.. Sayang makin kesini bukan mantap idealisme.. Malah terkontaminasi parte lama.. Hancurlah harapan.. https://t.co/g1EBczIvAa,I used to be very interested in Psi ... cleaning clean n brave.hope .. https://t.co/g1ebczivaa,I used to be very interested in Psi cleaning clean n brave hope https t co gebczivaa,i used to be very interested in psi cleaning clean n brave hope https t co gebczivaa,used interested psi cleaning clean n brave hope https co gebczivaa,"['used', 'interested', 'psi', 'cleaning', 'clean', 'n', 'brave', 'hope', 'https', 'co', 'gebczivaa']","['use', 'interest', 'psi', 'clean', 'clean', 'n', 'brave', 'hope', 'http', 'co', 'gebczivaa']",use interest psi clean clean n brave hope http co gebczivaa
Thu Apr 04 23:30:07 +0000 2024,@psi_id Sebutkan 1 saja kader PSI yg berkualitas dan berprestasi ? Kalo ga ada mendingan bubarin diri aja unfaedah.,@psi_id Mention 1 quality and outstanding PSI cadre?If there is no better disband yourself unfaedah.,Mention  quality and outstanding PSI cadre If there is no better disband yourself unfaedah,mention  quality and outstanding psi cadre if there is no better disband yourself unfaedah,mention quality outstanding psi cadre better disband unfaedah,"['mention', 'quality', 'outstanding', 'psi', 'cadre', 'better', 'disband', 'unfaedah']","['mention', 'qualiti', 'outstand', 'psi', 'cadr', 'better', 'disband', 'unfaedah']",mention qualiti outstand psi cadr better disband unfaedah
Thu Apr 04 23:25:16 +0000 2024,@DedynurPalakka @psi_id Emang ada sales yg akan jelekin produknya?,@Dedynurpalakka @psi_id Is there a salesman that will be bad?,Is there a salesman that will be bad,is there a salesman that will be bad,salesman bad,"['salesman', 'bad']","['salesman', 'bad']",salesman bad
Thu Apr 04 23:24:06 +0000 2024,@psi_id Jijik bangetttttt jilatannya sampe masuk ke colon nih kayaknya,"@psi_id really disgusting the licking until it enters colon, I think",really disgusting the licking until it enters colon I think,really disgusting the licking until it enters colon i think,really disgusting licking enters colon think,"['really', 'disgusting', 'licking', 'enters', 'colon', 'think']","['realli', 'disgust', 'lick', 'enter', 'colon', 'think']",realli disgust lick enter colon think
Thu Apr 04 23:22:58 +0000 2024,@psi_id Halo banjir jakarta,@psi_id Halo Flood Jakarta,Halo Flood Jakarta,halo flood jakarta,halo flood jakarta,"['halo', 'flood', 'jakarta']","['halo', 'flood', 'jakarta']",halo flood jakarta
Thu Apr 04 23:22:48 +0000 2024,@psi_id Tapi pemerkosa nggak?,@psi_id but the rapist or not?,but the rapist or not,but the rapist or not,rapist,['rapist'],['rapist'],rapist
Thu Apr 04 23:14:53 +0000 2024,@FeniRose_ PSI mana PSI?,@Fenirose_ where is PSI?,where is PSI,where is psi,psi,['psi'],['psi'],psi
Thu Apr 04 23:09:35 +0000 2024,@her_ermi @ikapardede72 @Mamamochi1 @Siantar72 @feroferraferri @EviDrajat @PaimoMontok @AriHend34760216 @Dragonking_03 @nunungmar1404 @RaniKancana @kaesangp @Maudy_Apain @gtobing2903 @Amotsky @jokowi @gibran_tweet @psi_id Pagi cantik️,@her_ermi @ikapardede72 @Mamamochi1 @Siantar72 @feroferraferri @EviDrajat @PaimoMontok @AriHend34760216 @Dragonking_03 @nunungmar1404 @RaniKancana @kaesangp @Maudy_Apain @gtobing2903 @Amotsky @jokowi @gibran_tweet @psi_id Pagi cantik️,Pagi cantik,pagi cantik,pagi cantik,"['pagi', 'cantik']","['pagi', 'cantik']",pagi cantik
Thu Apr 04 23:07:04 +0000 2024,@MorphoMenelausX Woyyy...Job @psi_id jangan di ambil ngapah kasian noh Giring kaga ada Job mau balik lg ke Nidji di tolak mentah-mentah..,"@Morphomenelausx woyyy ... Job @psi_id don't take it, if you're giring, there's a job to go back to Nidji in reject it raw ...",woyyy Jobdon t take it if you re giring there s a job to go back to Nidji in reject it raw,woyyy jobdon t take it if you re giring there s a job to go back to nidji in reject it raw,woyyy jobdon take giring job go back nidji reject raw,"['woyyy', 'jobdon', 'take', 'giring', 'job', 'go', 'back', 'nidji', 'reject', 'raw']","['woyyy', 'jobdon', 'take', 'gire', 'job', 'go', 'back', 'nidji', 'reject', 'raw']",woyyy jobdon take gire job go back nidji reject raw
Thu Apr 04 23:05:40 +0000 2024,@AnakJawasUNda Ada yang tau @psi_id di mana?,@Anakjawasunda does anyone know where @psi_id?,does anyone know where id,does anyone know where id,anyone know id,"['anyone', 'know', 'id']","['anyon', 'know', 'id']",anyon know id
Thu Apr 04 23:01:28 +0000 2024,@psi_id Caranya ya curang itu ya. Memanfaatkan pak lurah yg sedang berkuasa apalagi ntar kakaknya yg berkuasa,"@psi_id how to cheat it.Utilizing the village head who is in power, let alone his brother who is in power",how to cheat it Utilizing the village head who is in power let alone his brother who is in power,how to cheat it utilizing the village head who is in power let alone his brother who is in power,cheat utilizing village head power let alone brother power,"['cheat', 'utilizing', 'village', 'head', 'power', 'let', 'alone', 'brother', 'power']","['cheat', 'util', 'villag', 'head', 'power', 'let', 'alon', 'brother', 'power']",cheat util villag head power let alon brother power
Thu Apr 04 22:59:16 +0000 2024, Siapa yg milih menteri ini..? Dia nya sendiri nyaleg lewat PSI. WKWKWKWK,Who chose this minister ..?He himself was nyaleg through PSI.Wkwkwkwk,Who chose this minister He himself was nyaleg through PSI Wkwkwkwk,who chose this minister he himself was nyaleg through psi wkwkwkwk,chose minister nyaleg psi wkwkwkwk,"['chose', 'minister', 'nyaleg', 'psi', 'wkwkwkwk']","['chose', 'minist', 'nyaleg', 'psi', 'wkwkwkwk']",chose minist nyaleg psi wkwkwkwk
Thu Apr 04 22:57:56 +0000 2024,mip kayanya aku pasrah ,I think I am resigned,I think I am resigned,i think i am resigned,think resigned,"['think', 'resigned']","['think', 'resign']",think resign
Thu Apr 04 22:57:03 +0000 2024,@alchelule eh setuju deh htp 2/10 aku pusing bgt materinya banyak bgt,@alchelule eh agree htp 2/10 I'm dizzy so much material,eh agree htp   I m dizzy so much material,eh agree htp   i m dizzy so much material,agree htp dizzy much material,"['agree', 'htp', 'dizzy', 'much', 'material']","['agre', 'htp', 'dizzi', 'much', 'materi']",agre htp dizzi much materi
Thu Apr 04 22:54:38 +0000 2024,@psi_id Partai Kaum Penjilat,@psi_id The Multiflow Party,The Multiflow Party,the multiflow party,multiflow party,"['multiflow', 'party']","['multiflow', 'parti']",multiflow parti
Thu Apr 04 22:53:02 +0000 2024,Cinema,Cinema,Cinema,cinema,cinema,['cinema'],['cinema'],cinema
Thu Apr 04 22:49:15 +0000 2024,@psi_id Raimuuuuuuuu hahhahahaa...,@psi_id Raiuuuuuuuuuuuuuuu ...,Raiuuuuuuuuuuuuuuu,raiuuuuuuuuuuuuuuu,raiuuuuuuuuuuuuuuu,['raiuuuuuuuuuuuuuuu'],['raiuuuuuuuuuuuuuuu'],raiuuuuuuuuuuuuuuu
Thu Apr 04 22:46:22 +0000 2024,@sosmedkeras PSI aja kicepp https://t.co/RpeRJOmkMg,@sosmedkeras psi just kiceppp https://t.co/rperjomkmg,psi just kiceppp https t co rperjomkmg,psi just kiceppp https t co rperjomkmg,psi kiceppp https co rperjomkmg,"['psi', 'kiceppp', 'https', 'co', 'rperjomkmg']","['psi', 'kiceppp', 'http', 'co', 'rperjomkmg']",psi kiceppp http co rperjomkmg
Thu Apr 04 22:40:52 +0000 2024,@Miduk17 Psi layu.. Kebanyakan terendam air. Sampai gak sanggup menggonggong,@Miduk17 Psi wither .. Most submerged in water.Until I can't bark,Psi wither Most submerged in water Until I can t bark,psi wither most submerged in water until i can t bark,psi wither submerged water bark,"['psi', 'wither', 'submerged', 'water', 'bark']","['psi', 'wither', 'submerg', 'water', 'bark']",psi wither submerg water bark
Thu Apr 04 22:40:44 +0000 2024,@prophetofzorck Kratos adalah pemuda yang tidak mau gabung PSI,@prophetofzorck Kratos is a young man who doesn't want to join PSI,Kratos is a young man who doesn t want to join PSI,kratos is a young man who doesn t want to join psi,kratos young man want join psi,"['kratos', 'young', 'man', 'want', 'join', 'psi']","['krato', 'young', 'man', 'want', 'join', 'psi']",krato young man want join psi
Thu Apr 04 22:40:11 +0000 2024,@ikapardede72 @Mamamochi1 @Siantar72 @feroferraferri @EviDrajat @PaimoMontok @her_ermi @Bara_zc @AriHend34760216 @Dragonking_03 @nunungmar1404 @RaniKancana @kaesangp @Maudy_Apain @gtobing2903 @Amotsky @jokowi @gibran_tweet @psi_id Budhe lho sdh duduk di sini...nunggu di sana...nongkrong di situ...muter di mana²...kok belum ada yg datang sampai sekarangpun... akhirnya budhe pulang ,@ikapardede72 @mamamochi1 @siantar72 @feroferraferri @evidrajat @paimomontok @her_ermi @bara_zc @arhend34760216 si_id budhe you know sitting here ... wait there... hanging out there ... going everywhere ... how come no one has come until now ... finally Budhe home,si id budhe you know sitting here wait there hanging out there going everywhere how come no one has come until now finally Budhe home,si id budhe you know sitting here wait there hanging out there going everywhere how come no one has come until now finally budhe home,id budhe know sitting wait hanging going everywhere come one come finally budhe home,"['id', 'budhe', 'know', 'sitting', 'wait', 'hanging', 'going', 'everywhere', 'come', 'one', 'come', 'finally', 'budhe', 'home']","['id', 'budh', 'know', 'sit', 'wait', 'hang', 'go', 'everywher', 'come', 'one', 'come', 'final', 'budh', 'home']",id budh know sit wait hang go everywher come one come final budh home
Thu Apr 04 21:57:14 +0000 2024,@Fluffy_luna63 gm luna :-),@Fluffy_luna63 gm luna :-),gm luna,gm luna,gm luna,"['gm', 'luna']","['gm', 'luna']",gm luna
Thu Apr 04 21:57:04 +0000 2024,@ze5585 @psi_id MmQ emk kau @ze5585 lo terbukti.. Bnchong pngcuut.. Ngaku aja lo bemper2 Gus Kowi @BabyNepotisme ktkutan sm gw lonjing,@ze5585 @psi_id mmq emk you @ze5585 you are proven .. bnchong pngcuut .. just admit you bumper2 gus kowi,mmq emk you you are proven bnchong pngcuut just admit you bumper gus kowi,mmq emk you you are proven bnchong pngcuut just admit you bumper gus kowi,mmq emk proven bnchong pngcuut admit bumper gus kowi,"['mmq', 'emk', 'proven', 'bnchong', 'pngcuut', 'admit', 'bumper', 'gus', 'kowi']","['mmq', 'emk', 'proven', 'bnchong', 'pngcuut', 'admit', 'bumper', 'gu', 'kowi']",mmq emk proven bnchong pngcuut admit bumper gu kowi
Thu Apr 04 21:56:35 +0000 2024,@DedynurPalakka @jokowi Emg berat banget kayaknya jauh dr kata mencla mencle PSI pun sama tdk konsisten dgn AD/ART sendiri,"@Dedynurpalakka @jokowi is really hard, it seems far from the word mendla miele psi is not consistent with the ad/art",is really hard it seems far from the word mendla miele psi is not consistent with the ad art,is really hard it seems far from the word mendla miele psi is not consistent with the ad art,really hard seems far word mendla miele psi consistent ad art,"['really', 'hard', 'seems', 'far', 'word', 'mendla', 'miele', 'psi', 'consistent', 'ad', 'art']","['realli', 'hard', 'seem', 'far', 'word', 'mendla', 'miel', 'psi', 'consist', 'ad', 'art']",realli hard seem far word mendla miel psi consist ad art
Thu Apr 04 21:54:17 +0000 2024,@Louis_chantika Kelaut saja PSI tu..,@Louis_chantika is only a sea ...,is only a sea,is only a sea,sea,['sea'],['sea'],sea
Thu Apr 04 21:53:06 +0000 2024,Kirain ini twit @psi_id,I think this is @psi_id tweet,I think this istweet,i think this istweet,think istweet,"['think', 'istweet']","['think', 'istweet']",think istweet
Thu Apr 04 21:51:32 +0000 2024,@akunaku_inii haloo ada spess psi yu kalo masih need send detail tugasnya dulu yaa whatsapp di bioo,"@akunaku_inii hello there is a psi spess if still need sending detailed task first, whatsapp on bioo",hello there is a psi spess if still need sending detailed task first whatsapp on bioo,hello there is a psi spess if still need sending detailed task first whatsapp on bioo,hello psi spess still need sending detailed task first whatsapp bioo,"['hello', 'psi', 'spess', 'still', 'need', 'sending', 'detailed', 'task', 'first', 'whatsapp', 'bioo']","['hello', 'psi', 'spess', 'still', 'need', 'send', 'detail', 'task', 'first', 'whatsapp', 'bioo']",hello psi spess still need send detail task first whatsapp bioo
Thu Apr 04 21:51:23 +0000 2024, usate la #bici (cit.) #FasciaVerde #Roma (Cc @LegambienteLa),Usate la #bici (cit.) #fasciaverde #roma (cc @legambientela),Usate la bici cit fasciaverde roma cc,usate la bici cit fasciaverde roma cc,usate la bici cit fasciaverde roma cc,"['usate', 'la', 'bici', 'cit', 'fasciaverde', 'roma', 'cc']","['usat', 'la', 'bici', 'cit', 'fasciaverd', 'roma', 'cc']",usat la bici cit fasciaverd roma cc
Thu Apr 04 21:51:21 +0000 2024,Ini ampe Jakarta jadi waterpark kalo gubernurnya masih Heru Budi presidennya masih golongan sekarang juga @psi_id tetep diem. Tapi kalo diganti yang gak segolongan baru beberapa jam dilantik juga langsung dikritik wkwkwk https://t.co/l8E9LcCwC9,"This is Jakarta, it becomes a waterpark if the governor is still Heru Budi, the president is still a group right now @psi_id still stay quiet.But if replaced, which is not a few times a few hours inaugurated also immediately criticized wkwkwk https://t.co/l8e9lccwc9",This is Jakarta it becomes a waterpark if the governor is still Heru Budi the president is still a group right nowstill stay quiet But if replaced which is not a few times a few hours inaugurated also immediately criticized wkwkwk https t co lelccwc,this is jakarta it becomes a waterpark if the governor is still heru budi the president is still a group right nowstill stay quiet but if replaced which is not a few times a few hours inaugurated also immediately criticized wkwkwk https t co lelccwc,jakarta becomes waterpark governor still heru budi president still group right nowstill stay quiet replaced times hours inaugurated also immediately criticized wkwkwk https co lelccwc,"['jakarta', 'becomes', 'waterpark', 'governor', 'still', 'heru', 'budi', 'president', 'still', 'group', 'right', 'nowstill', 'stay', 'quiet', 'replaced', 'times', 'hours', 'inaugurated', 'also', 'immediately', 'criticized', 'wkwkwk', 'https', 'co', 'lelccwc']","['jakarta', 'becom', 'waterpark', 'governor', 'still', 'heru', 'budi', 'presid', 'still', 'group', 'right', 'nowstil', 'stay', 'quiet', 'replac', 'time', 'hour', 'inaugur', 'also', 'immedi', 'critic', 'wkwkwk', 'http', 'co', 'lelccwc']",jakarta becom waterpark governor still heru budi presid still group right nowstil stay quiet replac time hour inaugur also immedi critic wkwkwk http co lelccwc
Thu Apr 04 21:45:38 +0000 2024,@MorphoMenelausX Saking g diresponnya sama herbudtol dan partai sampah indonesia @psi_id diam seribu bahasa. Oiya si tukang omong jg diem bae ni diliat2 @Uki23,"@Morphomenelausx so he responded to herbudtol and Indonesian garbage party @psi_id silent a thousand languages.Oiya, the Talking Tempher, I also dilated",so he responded to herbudtol and Indonesian garbage partysilent a thousand languages Oiya the Talking Tempher I also dilated,so he responded to herbudtol and indonesian garbage partysilent a thousand languages oiya the talking tempher i also dilated,responded herbudtol indonesian garbage partysilent thousand languages oiya talking tempher also dilated,"['responded', 'herbudtol', 'indonesian', 'garbage', 'partysilent', 'thousand', 'languages', 'oiya', 'talking', 'tempher', 'also', 'dilated']","['respond', 'herbudtol', 'indonesian', 'garbag', 'partysil', 'thousand', 'languag', 'oiya', 'talk', 'tempher', 'also', 'dilat']",respond herbudtol indonesian garbag partysil thousand languag oiya talk tempher also dilat
Thu Apr 04 21:45:11 +0000 2024,heu gw kadang bingung gw mau doa diterima ptn tp kayak kesannya gw doa cuma pas snbt aja selebihnya balik lg bakal jarang beribadah kek doa mah yg ikhlas krn Allah bkn krn snbt aja HEU BIMGUNG,"Heu, I am sometimes confused, I want to pray for PTN, but like I feel like I pray, just when SNBT is the rest back again, it will rarely worship the sincere prayer because God is not because of SNBT, heu bimgung",Heu I am sometimes confused I want to pray for PTN but like I feel like I pray just when SNBT is the rest back again it will rarely worship the sincere prayer because God is not because of SNBT heu bimgung,heu i am sometimes confused i want to pray for ptn but like i feel like i pray just when snbt is the rest back again it will rarely worship the sincere prayer because god is not because of snbt heu bimgung,heu sometimes confused want pray ptn like feel like pray snbt rest back rarely worship sincere prayer god snbt heu bimgung,"['heu', 'sometimes', 'confused', 'want', 'pray', 'ptn', 'like', 'feel', 'like', 'pray', 'snbt', 'rest', 'back', 'rarely', 'worship', 'sincere', 'prayer', 'god', 'snbt', 'heu', 'bimgung']","['heu', 'sometim', 'confus', 'want', 'pray', 'ptn', 'like', 'feel', 'like', 'pray', 'snbt', 'rest', 'back', 'rare', 'worship', 'sincer', 'prayer', 'god', 'snbt', 'heu', 'bimgung']",heu sometim confus want pray ptn like feel like pray snbt rest back rare worship sincer prayer god snbt heu bimgung
Thu Apr 04 21:43:38 +0000 2024,@restroomtiles adlah kita semua,@restroomtiles are all of us,are all of us,are all of us,us,['us'],['us'],us
Thu Apr 04 21:39:08 +0000 2024,@kompascom PSI mana nih,@kompascom psi,psi,psi,psi,['psi'],['psi'],psi
Thu Apr 04 21:30:58 +0000 2024,@MorphoMenelausX @psi_id nih tugas lu di ambil alih brok,@Morphomenelausx @psi_id here your job is taken over Brok,here your job is taken over Brok,here your job is taken over brok,job taken brok,"['job', 'taken', 'brok']","['job', 'taken', 'brok']",job taken brok
Thu Apr 04 21:29:59 +0000 2024,@psi_id @Giring_Ganesha PSI nambah pinter ngarang,@psi_id @giring_ganesha psi adds smart,psi adds smart,psi adds smart,psi adds smart,"['psi', 'adds', 'smart']","['psi', 'add', 'smart']",psi add smart
Thu Apr 04 21:29:06 +0000 2024,@utbkcak bismillah fk psi atau fmipa bio unsri semoga keterima dg skor 700+‍‍,@utbkcak Bismillah Fk Psi or FMIPA Bio Unsri Hopefully the score with a score of 700+‍‍,Bismillah Fk Psi or FMIPA Bio Unsri Hopefully the score with a score of ,bismillah fk psi or fmipa bio unsri hopefully the score with a score of ,bismillah fk psi fmipa bio unsri hopefully score score,"['bismillah', 'fk', 'psi', 'fmipa', 'bio', 'unsri', 'hopefully', 'score', 'score']","['bismillah', 'fk', 'psi', 'fmipa', 'bio', 'unsri', 'hope', 'score', 'score']",bismillah fk psi fmipa bio unsri hope score score
Thu Apr 04 21:27:44 +0000 2024,@Kevin_Imut123 @psi_id Udh bang .. insyaf partai nya udh nyungsep,@Kevin_imut123 @psi_id udh bang .. Insyaf the party is already nyungsep,udh bang Insyaf the party is already nyungsep,udh bang insyaf the party is already nyungsep,udh bang insyaf party already nyungsep,"['udh', 'bang', 'insyaf', 'party', 'already', 'nyungsep']","['udh', 'bang', 'insyaf', 'parti', 'alreadi', 'nyungsep']",udh bang insyaf parti alreadi nyungsep
Thu Apr 04 21:26:00 +0000 2024,passarinho psi psi psi,passarinho psi psi psi,passarinho psi psi psi,passarinho psi psi psi,passarinho psi psi psi,"['passarinho', 'psi', 'psi', 'psi']","['passarinho', 'psi', 'psi', 'psi']",passarinho psi psi psi
Thu Apr 04 21:24:09 +0000 2024,@psi_id Emas-emas pemerkosa https://t.co/rfEC5rdCXJ,@psi_id Emas-Emas Rapur https://t.co/rfec5rdcxj,Emas Emas Rapur https t co rfecrdcxj,emas emas rapur https t co rfecrdcxj,emas emas rapur https co rfecrdcxj,"['emas', 'emas', 'rapur', 'https', 'co', 'rfecrdcxj']","['ema', 'ema', 'rapur', 'http', 'co', 'rfecrdcxj']",ema ema rapur http co rfecrdcxj
Thu Apr 04 21:21:15 +0000 2024,@ofJaehyunf PSI mau kah?,@ofjaehyunf do you want to?,do you want to,do you want to,want,['want'],['want'],want
Thu Apr 04 21:20:42 +0000 2024,Harus harus harus realita di lapangan amsyong sis/bro @psi_id,Must have to be reality in the Amsyong Sis/Bro @psi_id field,Must have to be reality in the Amsyong Sis Brofield,must have to be reality in the amsyong sis brofield,must reality amsyong sis brofield,"['must', 'reality', 'amsyong', 'sis', 'brofield']","['must', 'realiti', 'amsyong', 'si', 'brofield']",must realiti amsyong si brofield
Thu Apr 04 20:14:12 +0000 2024,@Okafordismo Al sangue?,@Okafordismo al Sangue?,al Sangue,al sangue,al sangue,"['al', 'sangue']","['al', 'sangu']",al sangu
Thu Apr 04 20:09:08 +0000 2024,@_NusantaraLand_ @jokowi @bentangnegeri @bobbynasution_ @gibran_tweet @psi_id @EffendiRistriy1 @4Y4NKZ @adearmando61 @KEBUMENinLOVE @B16Winer02 Apalah tetap ingin tetap berkuasa demi pembangunan meskipun melanggar UU? Saya khawatir apa yang sdh banyak diperbuat tertutup dengan pelanggaran konstitusi dan menjadi presiden pertama yg dianggap melanggar konstitusi,@_Nusantararand_ @jokowi @banangnegeri @bobbynasution_ @gibran_tweet @psi_id @effendirishi1 @4y4nkz @adearmando61 @kebumeninlove @b16winer02 does it still want to remain in power for the construction even though it violates the law?I am worried that what has been done is widely closed with violations of the constitution and become the first president to be considered to violate the constitution,does it still want to remain in power for the construction even though it violates the law I am worried that what has been done is widely closed with violations of the constitution and become the first president to be considered to violate the constitution,does it still want to remain in power for the construction even though it violates the law i am worried that what has been done is widely closed with violations of the constitution and become the first president to be considered to violate the constitution,still want remain power construction even though violates law worried done widely closed violations constitution become first president considered violate constitution,"['still', 'want', 'remain', 'power', 'construction', 'even', 'though', 'violates', 'law', 'worried', 'done', 'widely', 'closed', 'violations', 'constitution', 'become', 'first', 'president', 'considered', 'violate', 'constitution']","['still', 'want', 'remain', 'power', 'construct', 'even', 'though', 'violat', 'law', 'worri', 'done', 'wide', 'close', 'violat', 'constitut', 'becom', 'first', 'presid', 'consid', 'violat', 'constitut']",still want remain power construct even though violat law worri done wide close violat constitut becom first presid consid violat constitut
Thu Apr 04 20:06:26 +0000 2024,@psi_id Fakta yg membuktikan walaupun partaimu beropeng jokowi dn anaknya toh gak lolos parlemen apa yg mau di banggakan. ??. Yg ada cuma partai paling nyinyir seumur umur indonesia berdemokrasi..,@psi_id Facts that prove that even though the party with Jokowi and his son did not pass what parliament would be proud of.??.There is only the most nyinyir party for the age of Indonesia's age ...,Facts that prove that even though the party with Jokowi and his son did not pass what parliament would be proud of There is only the most nyinyir party for the age of Indonesia s age,facts that prove that even though the party with jokowi and his son did not pass what parliament would be proud of there is only the most nyinyir party for the age of indonesia s age,facts prove even though party jokowi son pass parliament would proud nyinyir party age indonesia age,"['facts', 'prove', 'even', 'though', 'party', 'jokowi', 'son', 'pass', 'parliament', 'would', 'proud', 'nyinyir', 'party', 'age', 'indonesia', 'age']","['fact', 'prove', 'even', 'though', 'parti', 'jokowi', 'son', 'pass', 'parliament', 'would', 'proud', 'nyinyir', 'parti', 'age', 'indonesia', 'age']",fact prove even though parti jokowi son pass parliament would proud nyinyir parti age indonesia age
Thu Apr 04 20:01:23 +0000 2024,Gatinho psi psi,Gatinho PSI PSI,Gatinho PSI PSI,gatinho psi psi,gatinho psi psi,"['gatinho', 'psi', 'psi']","['gatinho', 'psi', 'psi']",gatinho psi psi
Thu Apr 04 19:52:04 +0000 2024,@kurawa lu jd buzzer psi kok ga berani angkat kasus norman.,@kurawa you jd buzzer psi how come you don't dare to lift the Norman case.,you jd buzzer psi how come you don t dare to lift the Norman case,you jd buzzer psi how come you don t dare to lift the norman case,buzzer psi come dare lift norman case,"['buzzer', 'psi', 'come', 'dare', 'lift', 'norman', 'case']","['buzzer', 'psi', 'come', 'dare', 'lift', 'norman', 'case']",buzzer psi come dare lift norman case
Thu Apr 04 19:51:13 +0000 2024,@kamehadian @psi_id tambahan...disaat ketua dpdnya memperkosa malah membela dgn menutupi semua beritanya bahkan sampe skrg ga ada berita psi menyerahkan norman ke kantor polisi,@kamehadian @psi_id additional ... when the Chairman of the DPD raped instead defending and covering all the news even until now there is no news PSI handed Norman to the police station,additional when the Chairman of the DPD raped instead defending and covering all the news even until now there is no news PSI handed Norman to the police station,additional when the chairman of the dpd raped instead defending and covering all the news even until now there is no news psi handed norman to the police station,additional chairman dpd raped instead defending covering news even news psi handed norman police station,"['additional', 'chairman', 'dpd', 'raped', 'instead', 'defending', 'covering', 'news', 'even', 'news', 'psi', 'handed', 'norman', 'police', 'station']","['addit', 'chairman', 'dpd', 'rape', 'instead', 'defend', 'cover', 'news', 'even', 'news', 'psi', 'hand', 'norman', 'polic', 'station']",addit chairman dpd rape instead defend cover news even news psi hand norman polic station
Thu Apr 04 19:45:30 +0000 2024,@FeniRose_ Ini bukan masalah banjir.. karena ini cuma alasan kedengkian struktural dan sisanya kedengkian berbayar .. badut2 PSi dan buzzernya,@Fenirose_ This is not a problem of flooding ... because this is just a reason for structural malice and the rest is paid.,This is not a problem of flooding because this is just a reason for structural malice and the rest is paid,this is not a problem of flooding because this is just a reason for structural malice and the rest is paid,problem flooding reason structural malice rest paid,"['problem', 'flooding', 'reason', 'structural', 'malice', 'rest', 'paid']","['problem', 'flood', 'reason', 'structur', 'malic', 'rest', 'paid']",problem flood reason structur malic rest paid
Thu Apr 04 19:45:09 +0000 2024,Ngomongo dong @kaesangp @psi_id @grace_nat @TsamaraDKI,Talking about @kaesangp @psi_id @grace_nat @tsaradki,Talking about,talking about,talking,['talking'],['talk'],talk
Thu Apr 04 19:33:35 +0000 2024,@tempodotco emang pada kemana yg biasa menggonggong kalo pas DKI kebanjiran? tlg @psi_id bantu cari,"@tempodotco, where do you usually bark when DKI is flooded?tlg @psi_id help search",where do you usually bark when DKI is flooded tlghelp search,where do you usually bark when dki is flooded tlghelp search,usually bark dki flooded tlghelp search,"['usually', 'bark', 'dki', 'flooded', 'tlghelp', 'search']","['usual', 'bark', 'dki', 'flood', 'tlghelp', 'search']",usual bark dki flood tlghelp search
Thu Apr 04 19:27:52 +0000 2024,@Justnpc5877601 @Miduk17 @psi_id @Uki23 @grace_nat @DrPullmanrogers Yg penting lu ngerti apa yg lu ketik sudah aman itu.. Everything clear then lol,@Justnpc5877601 @miduk17 @psi_id @uki23 @grace_nat @drpullmanrogers that you understand what you type are safe .. Everything clear then lol,that you understand what you type are safe Everything clear then lol,that you understand what you type are safe everything clear then lol,understand type safe everything clear lol,"['understand', 'type', 'safe', 'everything', 'clear', 'lol']","['understand', 'type', 'safe', 'everyth', 'clear', 'lol']",understand type safe everyth clear lol
Thu Apr 04 19:24:42 +0000 2024,Gak ak ek tapi... @psi_id https://t.co/GweIM0lx5Q,"No, but ... @psi_id https://t.co/gweim0lx5q",No but https t co gweimlxq,no but https t co gweimlxq,https co gweimlxq,"['https', 'co', 'gweimlxq']","['http', 'co', 'gweimlxq']",http co gweimlxq
Thu Apr 04 19:22:45 +0000 2024,@engineers_feed Am at the Bar in PSI.,@engineers_feed am at the bar in psi.,am at the bar in psi,am at the bar in psi,bar psi,"['bar', 'psi']","['bar', 'psi']",bar psi
